"comment","length","nefe","mfei1","mfei2","mfei3","mfei4","tot_bases","n_stems","n_loops","dP","dG","diff","gccontent","aa","ac","ag","au","ca","cc","cg","cu","ga","gc","gg","gu","ua","uc","ug","uu"
"random_seq_from_cds__NO_61815",86,-0.450813953488372,-0.545950280673617,-0.0855813953488372,-0.106976744186047,-0.427906976744186,86,5,4,1,-0.427906976744186,0.0229069767441861,0.783783783783784,0.0352941176470588,0.0235294117647059,0.117647058823529,0.0117647058823529,0.0588235294117647,0.2,0.0235294117647059,0.0941176470588235,0.0823529411764706,0.0705882352941176,0.105882352941176,0.0352941176470588,0.0117647058823529,0.0823529411764706,0.0470588235294118,0
"random_seq_from_cds__NO_61810",84,-0.228571428571429,-0.36494708994709,-0.0529761904761905,-0.0706349206349206,-0.211904761904762,84,4,3,1,-0.211904761904762,0.0166666666666667,0.580645161290323,0.156626506024096,0.0240963855421687,0.0843373493975904,0.0481927710843374,0.0843373493975904,0.0240963855421687,0.0120481927710843,0.0240963855421687,0.0602409638554217,0.0120481927710843,0.108433734939759,0.0963855421686747,0.0120481927710843,0.0963855421686747,0.072289156626506,0.0843373493975904
"random_seq_from_cds__NO_60767",98,-0.266632653061224,-0.419825072886297,-0.0489795918367347,-0.0489795918367347,-0.244897959183673,98,5,5,1,-0.244897959183673,0.021734693877551,0.583333333333333,0.103092783505155,0.0412371134020619,0.123711340206186,0.0309278350515464,0.0721649484536082,0.0103092783505155,0.0103092783505155,0.0721649484536082,0.0824742268041237,0.0412371134020619,0.0824742268041237,0.0618556701030928,0.0412371134020619,0.0721649484536082,0.0515463917525773,0.103092783505155
"random_seq_from_cds__NO_23930",87,-0.320919540229885,-0.444020542920029,-0.0613793103448276,-0.102298850574713,-0.306896551724138,87,5,3,1,-0.306896551724138,0.0140229885057471,0.691176470588235,0.0581395348837209,0.0348837209302326,0.116279069767442,0.0348837209302326,0.0581395348837209,0.0348837209302326,0.0232558139534884,0.0348837209302326,0.104651162790698,0.0581395348837209,0.127906976744186,0.0930232558139535,0.0232558139534884,0.0116279069767442,0.127906976744186,0.0581395348837209
"random_seq_from_cds__NO_41563",75,-0.251733333333333,-0.374198198198198,-0.0391111111111111,-0.0391111111111111,-0.234666666666667,75,6,6,1,-0.234666666666667,0.0170666666666666,0.627118644067797,0.0675675675675676,0.0675675675675676,0.108108108108108,0.0540540540540541,0.0945945945945946,0.027027027027027,0.027027027027027,0.0810810810810811,0.0810810810810811,0.108108108108108,0.0405405405405405,0.0405405405405405,0.0540540540540541,0.0135135135135135,0.0945945945945946,0.0405405405405405
"random_seq_from_cds__NO_41562",81,-0.261111111111111,-0.383559168925023,-0.0397119341563786,-0.0595679012345679,-0.238271604938272,81,6,4,1,-0.238271604938272,0.0228395061728394,0.621212121212121,0.1,0.0625,0.0875,0.0625,0.1125,0.0375,0.0125,0.075,0.075,0.0875,0.0625,0.0375,0.025,0.0375,0.1125,0.0125
"random_seq_from_cds__NO_56868",68,-0.413088235294118,-0.485294117647059,-0.194117647058824,-0.194117647058824,-0.388235294117647,68,2,2,1,-0.388235294117647,0.0248529411764706,0.8,0.0447761194029851,0.0447761194029851,0.0895522388059701,0,0.0597014925373134,0.104477611940299,0.0597014925373134,0.0895522388059701,0.0746268656716418,0.119402985074627,0.17910447761194,0.0149253731343284,0,0.0447761194029851,0.0597014925373134,0.0149253731343284
"random_seq_from_cds__NO_57476",72,-0.427777777777778,-0.458573717948718,-0.0808333333333333,-0.134722222222222,-0.404166666666667,72,5,3,1,-0.404166666666667,0.0236111111111111,0.88135593220339,0.0140845070422535,0.028169014084507,0.0563380281690141,0,0.028169014084507,0.112676056338028,0.126760563380282,0.112676056338028,0.0140845070422535,0.154929577464789,0.112676056338028,0.0704225352112676,0.028169014084507,0.0845070422535211,0.0563380281690141,0
"random_seq_from_cds__NO_26288",70,-0.215285714285714,-0.314329004329004,-0.0489285714285714,-0.0978571428571429,-0.195714285714286,70,4,2,1,-0.195714285714286,0.0195714285714286,0.622641509433962,0.072463768115942,0.0289855072463768,0.144927536231884,0.0434782608695652,0.101449275362319,0.072463768115942,0,0.0289855072463768,0.072463768115942,0.0579710144927536,0.072463768115942,0.072463768115942,0.0434782608695652,0.0434782608695652,0.0579710144927536,0.0869565217391304
"random_seq_from_cds__NO_25152",87,-0.238505747126437,-0.343865276663994,-0.0577586206896552,-0.0577586206896552,-0.231034482758621,87,4,4,1,-0.231034482758621,0.00747126436781606,0.671875,0.0581395348837209,0.0697674418604651,0.0465116279069767,0.0697674418604651,0.127906976744186,0.116279069767442,0.0232558139534884,0.0581395348837209,0.0348837209302326,0.0465116279069767,0.0465116279069767,0.0465116279069767,0.0232558139534884,0.0813953488372093,0.0581395348837209,0.0930232558139535
"random_seq_from_cds__NO_5830",77,-0.225714285714286,-0.314285714285714,-0.0357142857142857,-0.0535714285714286,-0.214285714285714,77,6,4,1,-0.214285714285714,0.0114285714285714,0.681818181818182,0.0394736842105263,0.0657894736842105,0.144736842105263,0.0131578947368421,0.0657894736842105,0.0263157894736842,0.0263157894736842,0.0394736842105263,0.171052631578947,0.0657894736842105,0.131578947368421,0.0657894736842105,0,0,0.118421052631579,0.0263157894736842
"random_seq_from_cds__NO_53219",84,-0.34547619047619,-0.420556972789116,-0.040327380952381,-0.107539682539683,-0.322619047619048,84,8,3,1,-0.322619047619048,0.0228571428571429,0.767123287671233,0.0481927710843374,0.0602409638554217,0.0481927710843374,0.0481927710843374,0.0843373493975904,0.168674698795181,0.072289156626506,0.0481927710843374,0.0602409638554217,0.072289156626506,0.144578313253012,0.0240963855421687,0.0120481927710843,0.0602409638554217,0.036144578313253,0.0120481927710843
"random_seq_from_cds__NO_61801",68,-0.604117647058824,-0.64331550802139,-0.19656862745098,-0.294852941176471,-0.589705882352941,68,3,2,1,-0.589705882352941,0.0144117647058823,0.916666666666667,0,0.0298507462686567,0.0447761194029851,0,0.0149253731343284,0.149253731343284,0.119402985074627,0.0746268656716418,0.0597014925373134,0.164179104477612,0.208955223880597,0.0149253731343284,0,0.0298507462686567,0.0597014925373134,0.0298507462686567
"random_seq_from_cds__NO_60753",81,-0.384938271604938,-0.482479642763331,-0.17716049382716,-0.17716049382716,-0.354320987654321,81,2,2,1,-0.354320987654321,0.0306172839506173,0.734375,0.0375,0.05,0.0875,0.0375,0.0625,0.0875,0.025,0.1,0.0875,0.075,0.0875,0.05,0.025,0.0625,0.1125,0.0125
"random_seq_from_cds__NO_26280",110,-0.301272727272727,-0.448456260720412,-0.0572727272727273,-0.0715909090909091,-0.286363636363636,110,5,4,1,-0.286363636363636,0.0149090909090909,0.63855421686747,0.110091743119266,0.055045871559633,0.055045871559633,0.055045871559633,0.073394495412844,0.073394495412844,0.0458715596330275,0.055045871559633,0.0642201834862385,0.0642201834862385,0.055045871559633,0.0458715596330275,0.0275229357798165,0.0642201834862385,0.0642201834862385,0.0917431192660551
"random_seq_from_cds__NO_61800",73,-0.42986301369863,-0.47996285117251,-0.104109589041096,-0.104109589041096,-0.416438356164384,73,4,4,1,-0.416438356164384,0.0134246575342466,0.867647058823529,0.0416666666666667,0.0416666666666667,0.0416666666666667,0,0.0138888888888889,0.0277777777777778,0.194444444444444,0.0277777777777778,0.0555555555555556,0.180555555555556,0.263888888888889,0.0416666666666667,0.0138888888888889,0.0138888888888889,0.0416666666666667,0
"random_seq_from_cds__NO_53217",72,-0.330972222222222,-0.398254985754986,-0.0586111111111111,-0.0976851851851852,-0.293055555555556,72,5,3,1,-0.293055555555556,0.0379166666666667,0.735849056603774,0.0140845070422535,0.0563380281690141,0.0704225352112676,0.0563380281690141,0.112676056338028,0.0563380281690141,0.028169014084507,0.0845070422535211,0.0563380281690141,0.028169014084507,0.0704225352112676,0.0985915492957746,0.0140845070422535,0.140845070422535,0.0845070422535211,0.028169014084507
"random_seq_from_cds__NO_53215",99,-0.394040404040404,-0.448852157943067,-0.0542568542568543,-0.0632996632996633,-0.37979797979798,99,7,6,1,-0.37979797979798,0.0142424242424242,0.846153846153846,0.0306122448979592,0.0102040816326531,0.0510204081632653,0.0306122448979592,0.0510204081632653,0.112244897959184,0.0816326530612245,0.0918367346938776,0.0102040816326531,0.13265306122449,0.13265306122449,0.0612244897959184,0.0204081632653061,0.0816326530612245,0.0714285714285714,0.0306122448979592
"random_seq_from_cds__NO_23940",71,-0.525352112676056,-0.664055164319249,-0.174178403755869,-0.174178403755869,-0.522535211267606,71,3,3,1,-0.522535211267606,0.0028169014084507,0.786885245901639,0.0285714285714286,0.0428571428571429,0.0714285714285714,0.0428571428571429,0.114285714285714,0.171428571428571,0,0.0571428571428571,0.0285714285714286,0.0714285714285714,0.185714285714286,0.0428571428571429,0.0142857142857143,0.0428571428571429,0.0857142857142857,0
"random_seq_from_cds__NO_41550",73,-0.274657534246575,-0.373097412480974,-0.0506849315068493,-0.0506849315068493,-0.253424657534247,73,5,5,1,-0.253424657534247,0.0212328767123288,0.679245283018868,0.0972222222222222,0.0416666666666667,0.0833333333333333,0.0138888888888889,0.0972222222222222,0.0972222222222222,0.0138888888888889,0.0972222222222222,0,0.111111111111111,0.0416666666666667,0.0416666666666667,0.0277777777777778,0.0555555555555556,0.0555555555555556,0.125
"random_seq_from_cds__NO_43699",100,-0.2518,-0.341058823529412,-0.0446,-0.05575,-0.223,100,5,4,1,-0.223,0.0288,0.653846153846154,0.0707070707070707,0.0606060606060606,0.0707070707070707,0.0707070707070707,0.151515151515152,0.111111111111111,0,0.0303030303030303,0.0101010101010101,0.0707070707070707,0.0909090909090909,0.0404040404040404,0.0404040404040404,0.0606060606060606,0.0505050505050505,0.0707070707070707
"random_seq_from_cds__NO_59609",67,-0.345522388059701,-0.417164179104478,-0.0641791044776119,-0.0641791044776119,-0.32089552238806,67,5,5,1,-0.32089552238806,0.0246268656716418,0.769230769230769,0.0606060606060606,0.0303030303030303,0.0909090909090909,0,0.0606060606060606,0.0757575757575758,0.0151515151515152,0.106060606060606,0.0454545454545455,0.106060606060606,0.136363636363636,0.0606060606060606,0.0151515151515152,0.0454545454545455,0.0909090909090909,0.0606060606060606
"random_seq_from_cds__NO_26297",85,-0.469411764705882,-0.524458204334365,-0.113235294117647,-0.150980392156863,-0.452941176470588,85,4,3,1,-0.452941176470588,0.0164705882352941,0.863636363636364,0,0.0476190476190476,0.0357142857142857,0.0238095238095238,0.0952380952380952,0.0714285714285714,0.0476190476190476,0.0833333333333333,0,0.0595238095238095,0.214285714285714,0.0952380952380952,0.0119047619047619,0.107142857142857,0.0833333333333333,0.0238095238095238
"random_seq_from_cds__NO_25166",85,-0.281411764705882,-0.416764705882353,-0.0641176470588235,-0.0641176470588235,-0.256470588235294,85,4,4,1,-0.256470588235294,0.0249411764705882,0.615384615384615,0.0833333333333333,0.0595238095238095,0.0714285714285714,0.0714285714285714,0.0833333333333333,0.0476190476190476,0,0.0595238095238095,0.0833333333333333,0.0476190476190476,0.107142857142857,0.0476190476190476,0.0357142857142857,0.0357142857142857,0.107142857142857,0.0595238095238095
"random_seq_from_cds__NO_14102",86,-0.223953488372093,-0.367732558139535,-0.0305647840531561,-0.0305647840531561,-0.213953488372093,86,7,7,1,-0.213953488372093,0.01,0.581818181818182,0.0470588235294118,0.0705882352941176,0.0470588235294118,0.105882352941176,0.0470588235294118,0.0588235294117647,0.0117647058823529,0.0705882352941176,0.0588235294117647,0.0117647058823529,0.0235294117647059,0.0823529411764706,0.117647058823529,0.0470588235294118,0.0941176470588235,0.105882352941176
"random_seq_from_cds__NO_25163",96,-0.20875,-0.29153311965812,-0.0481770833333333,-0.0642361111111111,-0.192708333333333,96,4,3,1,-0.192708333333333,0.0160416666666666,0.661016949152542,0.0526315789473684,0.0421052631578947,0.0315789473684211,0.0842105263157895,0.0631578947368421,0,0.0210526315789474,0.0947368421052632,0.0315789473684211,0.0526315789473684,0.0736842105263158,0.0631578947368421,0.0631578947368421,0.0947368421052632,0.0947368421052632,0.136842105263158
"random_seq_from_cds__NO_57484",93,-0.247634408602151,-0.31304347826087,-0.0580645161290323,-0.0774193548387097,-0.232258064516129,93,4,3,1,-0.232258064516129,0.0153763440860215,0.741935483870968,0.0326086956521739,0.0326086956521739,0.0543478260869565,0.0543478260869565,0.0326086956521739,0.0434782608695652,0.0326086956521739,0.108695652173913,0.0869565217391304,0.0543478260869565,0.0652173913043478,0.0652173913043478,0.0217391304347826,0.0869565217391304,0.119565217391304,0.108695652173913
"random_seq_from_cds__NO_5847",71,-0.327183098591549,-0.370109546165884,-0.0605633802816901,-0.151408450704225,-0.302816901408451,71,5,2,1,-0.302816901408451,0.0243661971830986,0.818181818181818,0.0285714285714286,0.0571428571428571,0.0285714285714286,0.0285714285714286,0.0571428571428571,0.114285714285714,0.1,0.0714285714285714,0.0428571428571429,0.0714285714285714,0.114285714285714,0.0571428571428571,0.0142857142857143,0.1,0.0428571428571429,0.0714285714285714
"random_seq_from_cds__NO_53223",75,-0.4064,-0.586066666666667,-0.0993333333333333,-0.0993333333333333,-0.397333333333333,75,4,4,1,-0.397333333333333,0.00906666666666667,0.677966101694915,0.027027027027027,0.0675675675675676,0.0540540540540541,0.108108108108108,0.0810810810810811,0.0810810810810811,0.0405405405405405,0.0405405405405405,0.135135135135135,0.027027027027027,0.0945945945945946,0.027027027027027,0.0135135135135135,0.0540540540540541,0.108108108108108,0.0405405405405405
"random_seq_from_cds__NO_5848",67,-0.292089552238806,-0.345044010715652,-0.0915422885572139,-0.0915422885572139,-0.274626865671642,67,3,3,1,-0.274626865671642,0.0174626865671642,0.795918367346939,0,0.0909090909090909,0.0303030303030303,0.0303030303030303,0.0606060606060606,0.106060606060606,0.0454545454545455,0.121212121212121,0.0757575757575758,0.0303030303030303,0.106060606060606,0.0303030303030303,0.0151515151515152,0.106060606060606,0.0606060606060606,0.0909090909090909
"random_seq_from_cds__NO_25161",72,-0.262361111111111,-0.344191919191919,-0.0483333333333333,-0.0604166666666667,-0.241666666666667,72,5,4,1,-0.241666666666667,0.0206944444444445,0.702127659574468,0.0845070422535211,0.028169014084507,0.0422535211267606,0.0422535211267606,0.028169014084507,0.0704225352112676,0.0422535211267606,0.0985915492957746,0.0422535211267606,0.0704225352112676,0.0563380281690141,0.0422535211267606,0.0422535211267606,0.0704225352112676,0.0704225352112676,0.169014084507042
"random_seq_from_cds__NO_60749",110,-0.244454545454545,-0.299431818181818,-0.0225454545454545,-0.0281818181818182,-0.225454545454545,110,10,8,1,-0.225454545454545,0.019,0.752941176470588,0.0275229357798165,0.0458715596330275,0.073394495412844,0.0458715596330275,0.128440366972477,0.110091743119266,0.036697247706422,0.0825688073394495,0.018348623853211,0.100917431192661,0.036697247706422,0.0642201834862385,0.018348623853211,0.110091743119266,0.0642201834862385,0.036697247706422
"random_seq_from_cds__NO_68009",71,-0.37056338028169,-0.531830985915493,-0.0901408450704225,-0.180281690140845,-0.36056338028169,71,4,2,1,-0.36056338028169,0.00999999999999995,0.677966101694915,0.0714285714285714,0.0142857142857143,0.157142857142857,0.0285714285714286,0.128571428571429,0.0285714285714286,0.0142857142857143,0.0857142857142857,0.0714285714285714,0.171428571428571,0.0428571428571429,0.0142857142857143,0,0.0428571428571429,0.0857142857142857,0.0428571428571429
"random_seq_from_cds__NO_23918",90,-0.365555555555556,-0.451929824561404,-0.0715555555555556,-0.0894444444444445,-0.357777777777778,90,5,4,1,-0.357777777777778,0.00777777777777772,0.791666666666667,0.0112359550561798,0.0561797752808989,0.0449438202247191,0.0449438202247191,0.112359550561798,0.101123595505618,0.0224719101123595,0.0898876404494382,0.0449438202247191,0.112359550561798,0.123595505617978,0.0337078651685393,0,0.0561797752808989,0.123595505617978,0.0224719101123595
"random_seq_from_cds__NO_7280",89,-0.211573033707865,-0.327447833065811,-0.0318352059925094,-0.0382022471910112,-0.191011235955056,89,6,5,1,-0.191011235955056,0.020561797752809,0.583333333333333,0.102272727272727,0.0681818181818182,0.0227272727272727,0.0909090909090909,0.0681818181818182,0.0113636363636364,0.0340909090909091,0.0340909090909091,0.0454545454545455,0.0340909090909091,0.0909090909090909,0.0795454545454545,0.0681818181818182,0.0340909090909091,0.102272727272727,0.113636363636364
"random_seq_from_cds__NO_23917",84,-0.309047619047619,-0.411126373626374,-0.0732142857142857,-0.0976190476190476,-0.292857142857143,84,4,3,1,-0.292857142857143,0.0161904761904762,0.712328767123288,0.072289156626506,0.0602409638554217,0.0843373493975904,0.036144578313253,0.0963855421686747,0.0843373493975904,0.0481927710843374,0.072289156626506,0.0843373493975904,0.132530120481928,0.0963855421686747,0,0,0.0240963855421687,0.0843373493975904,0.0240963855421687
"random_seq_from_cds__NO_18151",110,-0.278,-0.413877551020408,-0.0433333333333333,-0.0433333333333333,-0.26,110,6,6,1,-0.26,0.018,0.628205128205128,0.119266055045872,0.0275229357798165,0.0917431192660551,0.0275229357798165,0.0458715596330275,0.0458715596330275,0,0.119266055045872,0.0642201834862385,0.073394495412844,0.0275229357798165,0.0642201834862385,0.036697247706422,0.0642201834862385,0.110091743119266,0.0825688073394495
"random_seq_from_cds__NO_23914",88,-0.317840909090909,-0.432638888888889,-0.0758522727272727,-0.151704545454545,-0.303409090909091,88,4,2,1,-0.303409090909091,0.0144318181818182,0.701298701298701,0.0689655172413793,0.0919540229885057,0.0689655172413793,0.0344827586206897,0.126436781609195,0.137931034482759,0.0344827586206897,0.0689655172413793,0.0459770114942529,0.0919540229885057,0.0919540229885057,0.0114942528735632,0.0229885057471264,0.0459770114942529,0.0459770114942529,0.0114942528735632
"random_seq_from_cds__NO_56808",87,-0.514942528735632,-0.562829354553492,-0.125287356321839,-0.250574712643678,-0.501149425287356,87,4,2,1,-0.501149425287356,0.0137931034482759,0.89041095890411,0.0116279069767442,0.0116279069767442,0.0581395348837209,0.0116279069767442,0.0348837209302326,0.104651162790698,0.104651162790698,0.116279069767442,0.0465116279069767,0.162790697674419,0.151162790697674,0.0232558139534884,0,0.0697674418604651,0.0813953488372093,0.0116279069767442
"random_seq_from_cds__NO_5817",95,-0.329578947368421,-0.474087346024636,-0.0618947368421053,-0.0773684210526316,-0.309473684210526,95,5,4,1,-0.309473684210526,0.0201052631578947,0.652777777777778,0.0638297872340425,0.0425531914893617,0.074468085106383,0.074468085106383,0.0531914893617021,0.106382978723404,0.0212765957446809,0.0638297872340425,0.117021276595745,0.0106382978723404,0.0851063829787234,0.0425531914893617,0.0212765957446809,0.0851063829787234,0.074468085106383,0.0638297872340425
"random_seq_from_cds__NO_14173",97,-0.238144329896907,-0.354639175257732,-0.0277061855670103,-0.0369415807560137,-0.221649484536082,97,8,6,1,-0.221649484536082,0.0164948453608248,0.625,0.09375,0.0520833333333333,0.0833333333333333,0.0520833333333333,0.0729166666666667,0.0625,0.0208333333333333,0.0625,0.0625,0.0520833333333333,0.0833333333333333,0.0416666666666667,0.0416666666666667,0.0520833333333333,0.0625,0.104166666666667
"random_seq_from_cds__NO_57490",94,-0.33468085106383,-0.36758865248227,-0.10354609929078,-0.10354609929078,-0.31063829787234,94,3,3,1,-0.31063829787234,0.0240425531914893,0.845070422535211,0.021505376344086,0.0537634408602151,0.021505376344086,0.021505376344086,0.0645161290322581,0.118279569892473,0.0752688172043011,0.0967741935483871,0.010752688172043,0.118279569892473,0.0752688172043011,0.0752688172043011,0.021505376344086,0.0645161290322581,0.10752688172043,0.0537634408602151
"random_seq_from_cds__NO_57495",82,-0.688048780487805,-0.768292682926829,-0.136585365853659,-0.341463414634146,-0.682926829268293,82,5,2,1,-0.682926829268293,0.0051219512195122,0.888888888888889,0.0246913580246914,0.037037037037037,0.0246913580246914,0,0.037037037037037,0.111111111111111,0.185185185185185,0.0617283950617284,0.0246913580246914,0.209876543209877,0.111111111111111,0.0493827160493827,0.0123456790123457,0.037037037037037,0.0617283950617284,0.0123456790123457
"random_seq_from_cds__NO_12410",102,-0.27343137254902,-0.425210084033613,-0.0323529411764706,-0.0369747899159664,-0.258823529411765,102,8,7,1,-0.258823529411765,0.0146078431372549,0.608695652173913,0.108910891089109,0.0495049504950495,0.0495049504950495,0.0495049504950495,0.0495049504950495,0.0495049504950495,0.0099009900990099,0.138613861386139,0.0891089108910891,0.0198019801980198,0.0396039603960396,0.0198019801980198,0.0198019801980198,0.128712871287129,0.0693069306930693,0.108910891089109
"random_seq_from_cds__NO_57493",110,-0.335545454545455,-0.364616292798111,-0.0525757575757576,-0.0630909090909091,-0.315454545454545,110,6,5,1,-0.315454545454545,0.020090909090909,0.865168539325843,0.00917431192660551,0.0458715596330275,0.036697247706422,0.018348623853211,0.036697247706422,0.155963302752294,0.100917431192661,0.119266055045872,0.0275229357798165,0.137614678899083,0.073394495412844,0.0458715596330275,0.0275229357798165,0.073394495412844,0.0825688073394495,0.00917431192660551
"random_seq_from_cds__NO_58955",109,-0.395412844036697,-0.472477064220183,-0.0629969418960245,-0.0629969418960245,-0.377981651376147,109,6,6,1,-0.377981651376147,0.0174311926605504,0.8,0.00925925925925926,0.0462962962962963,0.0555555555555556,0.0462962962962963,0.0555555555555556,0.0925925925925926,0.0740740740740741,0.101851851851852,0.0833333333333333,0.0925925925925926,0.101851851851852,0.0185185185185185,0.00925925925925926,0.0833333333333333,0.0740740740740741,0.0555555555555556
"random_seq_from_cds__NO_7292",89,-0.233595505617978,-0.289488139825218,-0.0350187265917603,-0.0700374531835206,-0.210112359550562,89,6,3,1,-0.210112359550562,0.0234831460674157,0.725806451612903,0.0454545454545455,0.0227272727272727,0.0340909090909091,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0795454545454545,0.0568181818181818,0.0568181818181818,0.0681818181818182,0.0568181818181818,0.0454545454545455,0.0795454545454545,0.102272727272727,0.0795454545454545
"random_seq_from_cds__NO_56811",70,-0.350285714285714,-0.421304347826087,-0.113333333333333,-0.17,-0.34,70,3,2,1,-0.34,0.0102857142857142,0.807017543859649,0.0289855072463768,0.0869565217391304,0.0289855072463768,0.0144927536231884,0.0289855072463768,0.101449275362319,0.0869565217391304,0.0869565217391304,0.072463768115942,0.115942028985507,0.101449275362319,0.0579710144927536,0.0289855072463768,0.0144927536231884,0.115942028985507,0.0289855072463768
"random_seq_from_cds__NO_58952",84,-0.202738095238095,-0.259353741496599,-0.0446428571428571,-0.0595238095238095,-0.178571428571429,84,4,3,1,-0.178571428571429,0.0241666666666667,0.688524590163934,0.0120481927710843,0.0963855421686747,0.0602409638554217,0.0602409638554217,0.132530120481928,0.072289156626506,0.0240963855421687,0.072289156626506,0.036144578313253,0.0602409638554217,0.036144578313253,0.0602409638554217,0.0481927710843374,0.0843373493975904,0.072289156626506,0.072289156626506
"random_seq_from_cds__NO_23926",89,-0.280449438202247,-0.439960918417196,-0.0532584269662921,-0.0887640449438202,-0.266292134831461,89,5,3,1,-0.266292134831461,0.0141573033707865,0.605263157894737,0.102272727272727,0.0568181818181818,0.125,0.0454545454545455,0.102272727272727,0.0568181818181818,0.0340909090909091,0.0454545454545455,0.102272727272727,0.102272727272727,0.0568181818181818,0.0227272727272727,0.0227272727272727,0.0227272727272727,0.0681818181818182,0.0340909090909091
"random_seq_from_cds__NO_58957",90,-0.323,-0.419410430839002,-0.0755555555555556,-0.151111111111111,-0.302222222222222,90,4,2,1,-0.302222222222222,0.0207777777777778,0.720588235294118,0.0561797752808989,0.0449438202247191,0.0449438202247191,0.0674157303370786,0.0561797752808989,0.123595505617978,0.0337078651685393,0.0449438202247191,0.0898876404494382,0.0449438202247191,0.0561797752808989,0.0898876404494382,0.0112359550561798,0.0449438202247191,0.146067415730337,0.0449438202247191
"random_seq_from_cds__NO_7295",79,-0.284810126582278,-0.428747501665556,-0.0445147679324895,-0.0890295358649789,-0.267088607594937,79,6,3,1,-0.267088607594937,0.0177215189873418,0.622950819672131,0.0897435897435897,0.0641025641025641,0.0769230769230769,0.0641025641025641,0.115384615384615,0.0641025641025641,0.0384615384615385,0.0256410256410256,0.0384615384615385,0.0512820512820513,0.0641025641025641,0.0769230769230769,0.0512820512820513,0.0641025641025641,0.0512820512820513,0.0641025641025641
"random_seq_from_cds__NO_8741",87,-0.295632183908046,-0.425542784163474,-0.0341954022988506,-0.0911877394636015,-0.273563218390805,87,8,3,1,-0.273563218390805,0.0220689655172414,0.642857142857143,0.0581395348837209,0.0581395348837209,0.116279069767442,0.0465116279069767,0.104651162790698,0.0813953488372093,0,0.0697674418604651,0.0697674418604651,0.0581395348837209,0.104651162790698,0.0348837209302326,0.0581395348837209,0.0465116279069767,0.0465116279069767,0.0465116279069767
"random_seq_from_cds__NO_7293",78,-0.222307692307692,-0.293108974358974,-0.0331196581196581,-0.0496794871794872,-0.198717948717949,78,6,4,1,-0.198717948717949,0.0235897435897436,0.677966101694915,0.0649350649350649,0.0779220779220779,0.0909090909090909,0.012987012987013,0.0779220779220779,0.0909090909090909,0.012987012987013,0.0909090909090909,0.0779220779220779,0.025974025974026,0.038961038961039,0.0909090909090909,0.025974025974026,0.0779220779220779,0.0909090909090909,0.051948051948052
"random_seq_from_cds__NO_15294",71,-0.230140845070423,-0.30374245472837,-0.052112676056338,-0.208450704225352,-0.208450704225352,71,4,1,1,-0.208450704225352,0.0216901408450704,0.686274509803922,0.0428571428571429,0.0571428571428571,0.0571428571428571,0.0571428571428571,0.128571428571429,0.0714285714285714,0.0142857142857143,0.0714285714285714,0.0571428571428571,0.0142857142857143,0.0571428571428571,0.0857142857142857,0,0.128571428571429,0.0857142857142857,0.0714285714285714
"random_seq_from_cds__NO_5824",81,-0.249135802469136,-0.349111713339356,-0.057716049382716,-0.0769547325102881,-0.230864197530864,81,4,3,1,-0.230864197530864,0.0182716049382716,0.661290322580645,0.1,0.0125,0.1,0.05,0.0375,0.0375,0.025,0.05,0.0875,0.0625,0.1,0.1,0.025,0.05,0.125,0.0375
"random_seq_from_cds__NO_53200",84,-0.283452380952381,-0.331652661064426,-0.0880952380952381,-0.0880952380952381,-0.264285714285714,84,3,3,1,-0.264285714285714,0.0191666666666667,0.796875,0.0120481927710843,0.0120481927710843,0.0843373493975904,0.0481927710843374,0.0843373493975904,0.120481927710843,0.0602409638554217,0.072289156626506,0.0481927710843374,0.0963855421686747,0.0481927710843374,0.072289156626506,0.0120481927710843,0.0963855421686747,0.0843373493975904,0.0481927710843374
"random_seq_from_cds__NO_5826",63,-0.267460317460318,-0.378571428571429,-0.126190476190476,-0.126190476190476,-0.252380952380952,63,2,2,1,-0.252380952380952,0.0150793650793651,0.666666666666667,0.0161290322580645,0.032258064516129,0.112903225806452,0.0967741935483871,0.0645161290322581,0.032258064516129,0.032258064516129,0.032258064516129,0.129032258064516,0.0806451612903226,0.0806451612903226,0.0483870967741935,0.0483870967741935,0.0161290322580645,0.112903225806452,0.0645161290322581
"random_seq_from_cds__NO_53202",75,-0.4368,-0.52890780141844,-0.140444444444444,-0.210666666666667,-0.421333333333333,75,3,2,1,-0.421333333333333,0.0154666666666666,0.796610169491525,0.0135135135135135,0.0405405405405405,0.0675675675675676,0.0405405405405405,0.0810810810810811,0.108108108108108,0.027027027027027,0.0540540540540541,0.0540540540540541,0.0810810810810811,0.108108108108108,0.121621621621622,0,0.0405405405405405,0.162162162162162,0
"random_seq_from_cds__NO_68027",83,-0.223012048192771,-0.344846050870147,-0.0387951807228916,-0.0484939759036145,-0.193975903614458,83,5,4,1,-0.193975903614458,0.0290361445783132,0.5625,0.109756097560976,0.0609756097560976,0.0853658536585366,0.0853658536585366,0.0731707317073171,0.0731707317073171,0.0121951219512195,0.0487804878048781,0.0975609756097561,0.024390243902439,0.0731707317073171,0.024390243902439,0.0609756097560976,0.0487804878048781,0.0487804878048781,0.0731707317073171
